Alias Name,Back First Bus Time,Back Last Bus Time,Build Period,Bus Time Desc,BusInfo.索引(已產生),Center Name,Coordinate System,Departure En,Departure Zh,Destination En,Destination Zh,Distance,Genus,Go First Bus Time,Go Last Bus Time,Headway Desc,Holiday Back First Bus Time,Holiday Back Last Bus Time,Holiday Bus Time Desc,Holiday Go First Bus Time,Holiday Go Last Bus Time,Holiday Headway Desc,Holiday Off Peak Headway,Holiday Peak Headway,Id,N Id,Name,Name En,Name Zh,Off Peak Headway,Path Attribute Ename,Path Attribute Id,Path Attribute N Id,Path Attribute Name,Peak Headway,Provider Id,Provider Name,Real Sequence,Road Map Url,Segment Buffer En,Segment Buffer Zh,Ticket Price Description En,Ticket Price Description Zh,Ttia Path Id,Update Time,文件索引(已產生),表名稱,每個 GetRoute+ 的記錄數
,0540,2200,3,,,台北市公車動態資訊中心,WGS84,Sanchong,三重,Taipei City Hall,市政府,33.2,01,0540,2200,平日1020、1400班次為狗狗友善公車,0600,2200,,0600,2200,例假日0900、1200、1500班次為狗狗友善公車,,,10278,0100066900,台北市,669,669,,669,102780,0100066901,669路,,200,首都客運,21,https://ebus.gov.taipei/MapOverview?nid=0100066900,Yanping and Changan Intersection－Breeze Center,延平長安路口－微風廣場,2 segments,兩段票,0669000,2023/06/04 16:14:36,,207,0
,0530,2300,3,,,台北市公車動態資訊中心,WGS84,Hwa Hsia University of Technology,華夏科技大學,Taipei Main Sta.,臺北車站,22.8,01,0530,2300,,0530,2300,,0530,2300,,1520,1520,10771,0100067000,台北市,670,670,1520,670,107710,0100067001,670,1215,700,欣欣客運,70,https://ebus.gov.taipei/MapOverview?nid=0100067000,Chihkuang Commercial & Industrial School－Chongqing S. Road Sec. 3(Zhongzheng Bridge),智光商職－重慶南路三段(中正橋),2 segments,兩段票,0670000,2023/06/04 16:14:36,,208,0
,0530,2300,4,,,台北市公車動態資訊中心,WGS84,Jingmei Girls High School,景美女中,Taipei Main Sta.,臺北車站,28.2,01;02,0530,2300,1100至1200間固定班次；2100後固定班次,0530,2300,,0530,2300,,,,10736,0100067100,台北市,671,671,1520,671,10736,0100067101,671,1215,700,欣欣客運,57,https://ebus.gov.taipei/MapOverview?nid=0100067100,"(Go)Jingmei Elementary School-MRT Gongguan,(Back)MRT Gongguan-Xianguang Apartment",(往程)景美國小(景文)-捷運公館站  (返程)捷運公館站-憲光公寓,2 segments,兩段票,0671000,2023/06/04 16:14:36,,209,0
,0520,2310,3,,,台北市公車動態資訊中心,WGS84,Dapeng New Village,大鵬新城,Mingsheng Community,民生社區,30.5,01,0520,2310,,0520,2310,,0520,2310,,1318,1318,10785,0100067200,台北市,672,672,1318,672,107850,0100067201,672,0812,700,欣欣客運,24,https://ebus.gov.taipei/MapOverview?nid=0100067200,(Go)MRT Gongguan －MRT Guting(Heping)、(Back)Sanxing Elementary School－Gongguan,(往)捷運公館站－捷運古亭站(和平)、(返)三興國小(臨江街觀光夜市)－公館,2 segments,兩段票,0672000,2023/06/04 16:14:36,,210,0
,0630,0740,3,例假日停駛,,台北市公車動態資訊中心,WGS84,Dapeng New Village,大鵬新城,MRT Gongguan Sta.,捷運公館站,17.2,01,0630,0740,,,,,,,例假日停駛,,,16169,0100067220,台北市,672Shuttle,672區,,672(Shuttle),155938,0100067221,672區,,700,欣欣客運,18,https://ebus.gov.taipei/MapOverview?nid=0100067220,,,1 segment,一段票,0672200,2023/06/04 16:14:36,,211,0
,0450,2310,3,,,台北市公車動態資訊中心,WGS84,Dapeng New Village,大鵬新城,Dongyuan,東園,39.7,01,0450,2310,,0520,2300,,0520,2300,,,,10782,0100067300,台北市,673,673,,673,107820,0100067301,673,,700,欣欣客運,6,https://ebus.gov.taipei/MapOverview?nid=0100067300,MRT Gongguan－JingMei Elementary School,捷運公館站－景美國小,2 segments,兩段票,0673000,2023/06/04 16:14:36,,212,0
,0600,1750,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Xizhi,汐止,MRT Gongguan Sta.,捷運公館站,39.8,01,0600,1750,,,,,,,例假日停駛,,,15512,0100067500,台北市,675,675,,675,155120,0100067501,675,,5500,中興巴士,6,https://ebus.gov.taipei/MapOverview?nid=0100067500,Hengke－Nanjing Apartment(MRT Nanjing Sanmin),橫科－南京公寓(捷運南京三民),2 segments,兩段票,0675000,2023/06/04 16:14:36,,213,0
,0520,1620,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Taipei Zoo,動物園,Xingtiangong,行天宮,31.1,01;02,0520,1620,,,,,,,例假日停駛,,,15161,0100067600,台北市,676,676,,676,151610,0100067601,676,,5100,指南客運,5,https://ebus.gov.taipei/MapOverview?nid=0100067600,Wugong Elementary school (Xinglong)－MRT Gongguan,武功國小(興隆)－捷運公館站,2 segments,兩段票,0676000,2023/06/04 16:14:36,,214,0
,0540,2100,3,,,台北市公車動態資訊中心,WGS84,Taipei Zoo,動物園,Nangang,南港,40.8,01;02,0540,2100,平日1000、1400班次為狗狗友善公車,0540,2100,,0540,2100,例假日1000、1400、1700班次為狗狗友善公車,,,16127,0100067900,台北市,679,679,,679,157862,0100067901,679路,,5100,指南客運,20,https://ebus.gov.taipei/MapOverview?nid=0100067900,Transformer Sta.－Jiuzhuang 1st. Stop,變電所－舊庄一站,2 Segments,兩段票,0679000,2023/06/04 16:14:36,,215,0
,0600,1840,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Linguang,麟光,Tianmu,天母,42.4,01;02,0600,1840,, , ,例假日停駛, , ,例假日停駛,,,16184,0100068000,台北市,680,680,,680,157886,0100068002,680,,5300,光華巴士,12,https://ebus.gov.taipei/MapOverview?nid=0100068000,(Go)Dazhi Elementary School－Fulin Elementary School、(Back)MRT Shilin Sta.(Zhongzheng) & MRT Dazhi Sta.,(往)大直國小站－福林國小站、(返)捷運士林站(中正)－捷運大直站,2 segments,兩段票,0680000,2023/06/04 16:14:36,,216,0
,0520,2000,3,,,台北市公車動態資訊中心,WGS84,Donghu,東湖,Yangmingshan,陽明山,44.6,01;02,0520,2000,平日(東湖端1100、1400班次；陽管處1240、1530班次)為狗狗友善公車,0600,2000,,0600,2000,例假日(東湖端0700、1000、1400班次；陽管處0830、1130、1530班次)為狗狗友善公車,,,15359,0100068100,台北市,681,681,,681,157542,0100068101,681往東湖,,5300,光華巴士,15,https://ebus.gov.taipei/MapOverview?nid=0100068100,Miramar－Waishuangxi(Gugong),美麗華－外雙溪(故宮),2 segments,兩段票,06810A0,2023/06/04 16:14:36,,217,0
,0620,2030,3,,,台北市公車動態資訊中心,WGS84,Bali,八里,Shezi,社子,36.8,01;02,0620,2030,,0700,2000,,0700,2000,,,,15221,0100068200,台北市,682,682,,682,152210,0100068201,682,,5200,淡水客運,21,https://ebus.gov.taipei/MapOverview?nid=0100068200,Guandu Bridge－Guandu Elementary School(Taipei Chengshih University of Science & Technology),關渡大橋－關渡國小(臺北城市科技大學),2 segments,兩段票,0682000,2023/06/04 16:14:36,,218,0
,0630,1720,3,,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech Park,北士科,Nangang Vocational High School,南港高工,37,01,0630,1720,,0630,0900,,0630,0900,,,,15335,0100068300,台北市,683,683,,683,153350,0100068301,683,,5300,光華巴士,4,https://ebus.gov.taipei/MapOverview?nid=0100068300,Waishuangxi(Gugong)－Miramar,外雙溪(故宮)－美麗華,2 segments,兩段票,0683000,2023/06/04 16:14:36,,219,0
,0630,1720,3,,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech Park,北士科,Nangang Vocational High School,南港高工,37,01,0630,1720,,0630,0900,,0630,0900,,,,15335,0100068300,台北市,683,683,,683,153350,0100068301,683,,5300,光華巴士,4,https://ebus.gov.taipei/MapOverview?nid=0100068300,Waishuangxi(Gugong)－Miramar,外雙溪(故宮)－美麗華,2 segments,兩段票,0683000,2023/06/04 16:14:36,,220,0
,0530,2230,4,經吉林路：0600-2100,,台北市公車動態資訊中心,WGS84,Linguang New Village,麟光新村,Tianmu,天母,33.7,01;02,0530,2230,平日經吉林路：30分一班,0530,2230,繞駛吉林路：0600-2100,0530,2230,假日經吉林路：60分一班,1520,1520,10811,0100068500,台北市,685,685,1520,685,10811,0100068501,685繞忠義街德行東路,1215,800,大都會客運,61,https://ebus.gov.taipei/MapOverview?nid=0100068500,Minquan and Songjiang Intersection-Mingchuan U.,民權松江路口-銘傳大學,2 segments,兩段票,0685000,2023/06/04 16:14:36,,221,0
,0600,2000,3,,,台北市公車動態資訊中心,WGS84,Xizhi,汐止,Taipei Circle,圓環,40.7,01;02,0600,2000,,0600,2000,,0600,2000,,,,15513,0100071100,台北市,711,711,,711,155130,0100071101,711,,5500,中興巴士,21,https://ebus.gov.taipei/MapOverview?nid=0100071100,Duke Shanzhuang－Beishan Li、Yucheng Elementary School－Raohe St. Tourist Market,伯爵山莊－北山里、玉成國小－饒河街觀光夜市(塔悠),3 segments,三段票,0711000,2023/06/04 16:14:36,,222,0
,0530,2200,3,,,台北市公車動態資訊中心,WGS84,Tamkang University,淡江大學,Beimen,北門,42,01;02,0530,2200,,0530,2200,,0530,2200,,2030,2030,16504,0100075600,台北市,756,756,1520,756,157534,0100075601,756,1015,5100,指南客運,37,https://ebus.gov.taipei/MapOverview?nid=0100075600,MRT Zhuwei Sta.-Dadu & Lide Intersection、Shilin Motor Vehicles Office-Minglun High School,捷運竹圍站-大度立德路口、士林監理站-明倫高中,3 segments,三段票,0756000,2023/06/04 16:14:36,,223,0
,0600,2100,3,平日：0600-0800及1600後直行民權東路經福華商圈、0800-1600時繞駛三總醫院‧,,台北市公車動態資訊中心,WGS84,Donghu,東湖,Zhongxiao East Road,忠孝東路,24.7,01;65,0600,2100,平日0600-0800及1600後直行民權東路經福華商圈，0800-1600時繞駛三總醫院,0600,2100,,0600,2100,週六0800-1200時一班繞駛三總醫院，一班直行民權東路經福華商圈；週日所有班次不繞駛三總院區,,,10763,0100090300,台北市,903,903,,903,107630,0100090301,903不經三總,,700,欣欣客運,36,https://ebus.gov.taipei/MapOverview?nid=0100090300,,,1 segment,一段票,09030A0,2023/06/04 16:14:36,,224,0
,0600,2100,3,平日：0600-0800及1600後直行民權東路經福華商圈、0800-1600時繞駛三總醫院‧,,台北市公車動態資訊中心,WGS84,Donghu,東湖,Zhongxiao East Road,忠孝東路,24.7,01;65,0600,2100,平日0600-0800及1600後直行民權東路經福華商圈，0800-1600時繞駛三總醫院,0600,2100,,0600,2100,週六0800-1200時一班繞駛三總醫院，一班直行民權東路經福華商圈；週日所有班次不繞駛三總院區,,,10763,0100090300,台北市,903,903,,903-Sanzong,107660,0100090302,903經三總,,700,欣欣客運,36,https://ebus.gov.taipei/MapOverview?nid=0100090300,,,1 segment,一段票,0903000,2023/06/04 16:14:36,,225,0
,0530,2130,4,,,台北市公車動態資訊中心,WGS84,Jinxiu,錦繡,Mingsheng Community,民生社區,41.2,01;02;65,0530,2130,平日20:00後每30分一班次,0530,2130,,0530,2130,,3030,3030,15183,0100090500,台北市,905,905,1520,905,15183,0100090501,905路,0710,5100,指南客運,99,https://ebus.gov.taipei/MapOverview?nid=0100090500,Zhongzheng & Huanhe Intersection-ChengGong Public Housing,中正環河路口-成功國宅,2 segments,兩段票,0905000,2023/06/04 16:14:36,,226,0
,0710,1705,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Jinxiu,錦繡,Mingsheng Community,民生社區,35.6,01;65,0710,1705,, , ,, , ,例假日停駛,,,15184,0100090510,台北市,905Sub,905副,,905Sub,15184,0100090511,905副,,5100,指南客運,4,https://ebus.gov.taipei/MapOverview?nid=0100090510,Yangguang Sport Park(Anhe Flower Market)-ChengGong Public Housing,陽光運動園區(安和花市)-成功國宅,2 segments,兩段票,0905100,2023/06/04 16:14:36,,227,0
,0530,2000,3,行經高速公路，一律以兩段票計費,,台北市公車動態資訊中心,WGS84,Wanhua,萬華,Chongyi High School,崇義高中,54.4,01;65,0530,2000,,0645,1845,,0645,1845,,,,10724,0100090700,台北市,907,907,,907,107240,0100090701,907,,700,欣欣客運,40,https://ebus.gov.taipei/MapOverview?nid=0100090700,,國道三甲交流道,2 segments,兩段票,0907000,2023/06/04 16:14:36,,228,0
,0545,2300,3,,,台北市公車動態資訊中心,WGS84,Shenkeng,深坑,MRT Taipei City Hall Sta.,捷運市政府站,28.3,01;02;65,0545,2300,,0545,2300,,0545,2300,例假日09:00前、22:00後20~30分,1520,1520,15173,0100091200,台北市,912,912,1220,912,151730,0100091201,912,0710,5100,指南客運,56,https://ebus.gov.taipei/MapOverview?nid=0100091200,,,1 segment,一段票,0912000,2023/06/04 16:14:36,,229,0
,0530,2300,4,,,台北市公車動態資訊中心,WGS84,Jingmei,景美,MRT Taipei City Hall Sta.,捷運市政府站,24.5,01;65,0530,2300,,0600,2300,,0600,2300,,,,10754,0100091500,台北市,915,915,,915,10754,0100091501,915,,700,欣欣客運,37,https://ebus.gov.taipei/MapOverview?nid=0100091500,,,1 segment,一段票,0915000,2023/06/04 16:14:36,,230,0
,0600,2130,4,,,台北市公車動態資訊中心,WGS84,Shenkeng,深坑,MRT Guting Sta.,捷運古亭站,31.4,01;02;65,0600,2130,,0600,2130,,0600,2130,,,,17363,0100094900,台北市,949,949,,949,158510,0100094901,949,,5100,指南客運,24,https://ebus.gov.taipei/MapOverview?nid=0100094900,,國道3甲,2X,兩段票,0949000,2023/06/04 16:14:36,,231,0
,0600,2000,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,Neihu Tech. Park,內湖科學園區,38.1,01;02;65,0600,2000,,,,,,,例假日停駛,,,17390,0100095000,台北市,950,950,,950,158544,0100095001,950去程半,0710,5500,中興巴士,28,https://ebus.gov.taipei/MapOverview?nid=0100095000,MRT Liuzhangli-Taipei City Hall(Shifu),捷運六張犁站-市政府(市府),2 segments,兩段票,09500A0,2023/06/04 16:14:36,,232,0
,0600,2000,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Zhonghe,中和,Neihu Tech. Park,內湖科學園區,38.1,01;02;65,0600,2000,,,,,,,例假日停駛,,,17390,0100095000,台北市,950,950,,950,158584,0100095002,950返程半,0710,5500,中興巴士,28,https://ebus.gov.taipei/MapOverview?nid=0100095000,MRT Liuzhangli-Taipei City Hall(Shifu),捷運六張犁站-市政府(市府),2 segments,兩段票,09500B0,2023/06/04 16:14:36,,233,0
,0700,1600,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Wugu,五股,Linguang,麟光,47.4,01,0700,1600,, , ,, , ,例假日停駛,,,16706,0100150300,台北市,758,758,,758,157798,0100150301,758(五股發車),,5100,指南客運,99,https://ebus.gov.taipei/MapOverview?nid=0100150300,MRT Danfeng-MRT Touqianzhuang、Dpart:Ximen Elementary School-Soochow U. Downtown Campus、Return:Soochow U. Downtown Campus-Ximen Elementary School,捷運丹鳳站-捷運頭前庄站、西門國小(臺大醫院北護分院)-東吳大學城中校區(往程)、東吳大學城中校區-西門國小(返程),3 segments,三段票,01503A0,2023/06/04 16:14:36,,234,0
,0530,2200,4,,,台北市公車動態資訊中心,WGS84,Danhai,淡海,Beimen,北門,50.7,01,0530,2200,平日1020、1500班次為狗狗友善公車,0530,2200,,0530,2200,,,,16707,0100150400,台北市,757,757,,757,157799,0100150401,757路,,5100,指南客運,24,https://ebus.gov.taipei/MapOverview?nid=0100150400,,捷運竹圍站-大度立德路口、士林監理站-士林簡易庭,3 segments,三段票,0757000,2023/06/04 16:14:36,,235,0
,0700,1600,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Wugu,五股,Linguang,麟光,47.4,01,0700,1600,, , ,, , ,例假日停駛,,,16706,0100150300,台北市,758,758,,1503,158475,0100150302,758(麟光發車),,5100,指南客運,99,https://ebus.gov.taipei/MapOverview?nid=0100150300,MRT Danfeng-MRT Touqianzhuang、Dpart:Ximen Elementary School-Soochow U. Downtown Campus、Return:Soochow U. Downtown Campus-Ximen Elementary School,捷運丹鳳站-捷運頭前庄站、西門國小(臺大醫院北護分院)-東吳大學城中校區(往程)、東吳大學城中校區-西門國小(返程),3 segments,三段票,01503B0,2023/06/04 16:14:36,,236,0
,0600,1845,3,平日往金山方向上午07:00、08:00、09:00班次繞駛捷運劍潭站(北藝中心)；臺北發頭班車為0640，金山發頭班車為0600,,台北市公車動態資訊中心,WGS84,Taipei Main Sta.(Park),臺北車站(公園),Jinshan,金山,42.8,01,0600,1845,平日往金山方向上午07:00、08:00、09:00班次繞駛捷運劍潭站(北藝中心),0600,1845,例假日不繞駛捷運劍潭站(北藝中心)；臺北發頭班車為0700，金山發頭班車為0700,0600,1845,,,,16746,0100171700,台北市,1717,1717,,1717(Taipei),157855,0100171701,1717(北車發經捷運劍潭經小油坑服務站),,16123,皇家客運,99,https://ebus.gov.taipei/MapOverview?nid=0100171700,,,,依里程計費,01717B0,2023/06/04 16:14:36,,237,0
,0600,1845,3,平日往金山方向上午07:00、08:00、09:00班次繞駛捷運劍潭站(北藝中心)；臺北發頭班車為0640，金山發頭班車為0600,,台北市公車動態資訊中心,WGS84,Taipei Main Sta.(Park),臺北車站(公園),Jinshan,金山,42.8,01,0600,1845,平日往金山方向上午07:00、08:00、09:00班次繞駛捷運劍潭站(北藝中心),0600,1845,例假日不繞駛捷運劍潭站(北藝中心)；臺北發頭班車為0700，金山發頭班車為0700,0600,1845,,,,16746,0100171700,台北市,1717,1717,,1717(JinShan),157856,0100171702,1717(金山發不經捷運劍潭經小油坑服務站),,16123,皇家客運,99,https://ebus.gov.taipei/MapOverview?nid=0100171700,,,,依里程計費,0171700,2023/06/04 16:14:36,,238,0
,0600,2330,1,,,台北市公車動態資訊中心,WGS84,Xizhi Shehou,汐止社后,MRT Yuanshan Sta.,捷運圓山站,32.1,02;11,0600,2330,,0600,2330,,0600,2330,,,,15312,0111000200,台北市,R2,紅2,,R2,15312,0111000201,紅2,,5300,光華巴士,43,https://ebus.gov.taipei/MapOverview?nid=0111000200,,,1 segment,一段票,1102000,2023/06/04 16:14:36,,239,0
, , ,1,,,台北市公車動態資訊中心,WGS84,Shezi,社子,Taipei Flower Market,台北花市,34.2,11, , ,平常日停駛,1000,1100,平常日、星期日、國定假日、補休、停班停課時停駛,1000,1100,星期日、國定假日、補休、停班停課時停駛,,,17436,0111000300,台北市,R3,紅3,,R3,158592,0111000301,紅3,,5300,光華巴士,3,https://ebus.gov.taipei/MapOverview?nid=0111000300,Yangming High School-Jiantan,陽明高中-劍潭,2 segments,兩段票,1103000,2023/06/04 16:14:36,,240,0
, , ,1,,,台北市公車動態資訊中心,WGS84,Shezi,社子,Taipei Flower Market,台北花市,34.2,11, , ,平常日停駛,1000,1100,平常日、星期日、國定假日、補休、停班停課時停駛,1000,1100,星期日、國定假日、補休、停班停課時停駛,,,17436,0111000300,台北市,R3,紅3,,R3,158592,0111000301,紅3,,5300,光華巴士,3,https://ebus.gov.taipei/MapOverview?nid=0111000300,Yangming High School-Jiantan,陽明高中-劍潭,2 segments,兩段票,1103000,2023/06/04 16:14:36,,241,0
,0545,2300,1,,,台北市公車動態資訊中心,WGS84,Shezi Sta.,社子站,Neihu Tech. Park,內湖科技園區,30,02;11,0545,2300,,0545,2300,遇國定假日以星期日班次發車，農曆除夕日以星期六班次發車，颱風日倘停班停課，依星期日班次發車,0545,2300,,,,15331,0111000320,台北市,R3Shuttle,紅3區,,R3Shuttle,15331,0111000321,紅3區,,5300,光華巴士,35,https://ebus.gov.taipei/MapOverview?nid=0111000320,Yangming High School-Jiantan,陽明高中-劍潭,2 segments,兩段票,1103200,2023/06/04 16:14:36,,242,0
,0545,2300,1,,,台北市公車動態資訊中心,WGS84,Shezi Sta.,社子站,Neihu Tech. Park,內湖科技園區,30,02;11,0545,2300,,0545,2300,遇國定假日以星期日班次發車，農曆除夕日以星期六班次發車，颱風日倘停班停課，依星期日班次發車,0545,2300,,,,15331,0111000320,台北市,R3Shuttle,紅3區,,R3Shuttle,15331,0111000321,紅3區,,5300,光華巴士,35,https://ebus.gov.taipei/MapOverview?nid=0111000320,Yangming High School-Jiantan,陽明高中-劍潭,2 segments,兩段票,1103200,2023/06/04 16:14:36,,243,0
,0530,0010,1,捷運劍潭站0700-0940班次、陽明山站14-19時及1950下山繞駛文大(放假日、寒暑假除外);捷運劍潭站1900 2000 2100 2200往程繞駛文大(春假、寒暑假除外),,台北市公車動態資訊中心,WGS84,MRT Jiantan Sta.,捷運劍潭站,Yangmingshan,陽明山,26.5,02;11,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次；捷運劍潭站0700-0940班次、陽明山站14-19時班次，繞駛文化大學(放假日、寒暑假除外)；捷運劍潭站1900 2000 2100 2200班次往程繞駛文大(放假日、寒暑假除外),0530,0010,,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次,1215,1215,10821,0111000500,台北市,R5,紅5,1215,R5,10821,0111000501,紅5,0408,800,大都會客運,105,https://ebus.gov.taipei/MapOverview?nid=0111000500,,,1 segment,一段票,1105000,2023/06/04 16:14:36,,244,0
,0530,0010,1,捷運劍潭站0700-0940班次、陽明山站14-19時及1950下山繞駛文大(放假日、寒暑假除外);捷運劍潭站1900 2000 2100 2200往程繞駛文大(春假、寒暑假除外),,台北市公車動態資訊中心,WGS84,MRT Jiantan Sta.,捷運劍潭站,Yangmingshan,陽明山,26.5,02;11,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次；捷運劍潭站0700-0940班次、陽明山站14-19時班次，繞駛文化大學(放假日、寒暑假除外)；捷運劍潭站1900 2000 2100 2200班次往程繞駛文大(放假日、寒暑假除外),0530,0010,,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次,1215,1215,10821,0111000500,台北市,R5,紅5,1215,R5,158419,0111000502,紅5往陽明山,0408,800,大都會客運,105,https://ebus.gov.taipei/MapOverview?nid=0111000500,,,1 segment,一段票,11050A0,2023/06/04 16:14:36,,245,0
,0530,0010,1,捷運劍潭站0700-0940班次、陽明山站14-19時及1950下山繞駛文大(放假日、寒暑假除外);捷運劍潭站1900 2000 2100 2200往程繞駛文大(春假、寒暑假除外),,台北市公車動態資訊中心,WGS84,MRT Jiantan Sta.,捷運劍潭站,Yangmingshan,陽明山,26.5,02;11,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次；捷運劍潭站0700-0940班次、陽明山站14-19時班次，繞駛文化大學(放假日、寒暑假除外)；捷運劍潭站1900 2000 2100 2200班次往程繞駛文大(放假日、寒暑假除外),0530,0010,,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次,1215,1215,10821,0111000500,台北市,R5,紅5,1215,R5,157610,0111000503,紅5往陽明山經文大,0408,800,大都會客運,105,https://ebus.gov.taipei/MapOverview?nid=0111000500,,,1 segment,一段票,11050B0,2023/06/04 16:14:36,,246,0
,0530,0010,1,捷運劍潭站0700-0940班次、陽明山站14-19時及1950下山繞駛文大(放假日、寒暑假除外);捷運劍潭站1900 2000 2100 2200往程繞駛文大(春假、寒暑假除外),,台北市公車動態資訊中心,WGS84,MRT Jiantan Sta.,捷運劍潭站,Yangmingshan,陽明山,26.5,02;11,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次；捷運劍潭站0700-0940班次、陽明山站14-19時班次，繞駛文化大學(放假日、寒暑假除外)；捷運劍潭站1900 2000 2100 2200班次往程繞駛文大(放假日、寒暑假除外),0530,0010,,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次,1215,1215,10821,0111000500,台北市,R5,紅5,1215,R5,158420,0111000504,紅5往劍潭,0408,800,大都會客運,105,https://ebus.gov.taipei/MapOverview?nid=0111000500,,,1 segment,一段票,11050C0,2023/06/04 16:14:36,,247,0
,0530,0010,1,捷運劍潭站0700-0940班次、陽明山站14-19時及1950下山繞駛文大(放假日、寒暑假除外);捷運劍潭站1900 2000 2100 2200往程繞駛文大(春假、寒暑假除外),,台北市公車動態資訊中心,WGS84,MRT Jiantan Sta.,捷運劍潭站,Yangmingshan,陽明山,26.5,02;11,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次；捷運劍潭站0700-0940班次、陽明山站14-19時班次，繞駛文化大學(放假日、寒暑假除外)；捷運劍潭站1900 2000 2100 2200班次往程繞駛文大(放假日、寒暑假除外),0530,0010,,0530,0010,1900~2200 15~20分鐘乙班次；2200後固定班次,1215,1215,10821,0111000500,台北市,R5,紅5,1215,R5,157609,0111000505,紅5往劍潭經文大,0408,800,大都會客運,105,https://ebus.gov.taipei/MapOverview?nid=0111000500,,,1 segment,一段票,11050D0,2023/06/04 16:14:36,,248,0
,0600,1900,1,,,台北市公車動態資訊中心,WGS84,MRT Jiantan Sta.,捷運劍潭站,Shezi,社子,23.3,02;11,0600,1900,平日「陽明戲院」(往捷運劍潭站方向)站位，僅上午11:00前班次停靠,0800,1700,,0800,1700,假日「陽明戲院」(往捷運劍潭站方向)站位，僅上午11:00前班次停靠,,,11201,0111000700,台北市,R7,紅7,,R7,11201,0111000701,紅7,,200,首都客運,6,https://ebus.gov.taipei/MapOverview?nid=0111000700,,,1 segment,一段票,1107000,2023/06/04 16:14:36,,249,0
,0540,2350,1,每日22:00以後發車時間為22:20、22:50、23:20、23:50,,台北市公車動態資訊中心,WGS84,Shezi,社子,MRT Jiantan Sta.,捷運劍潭站,12.3,02;11,0540,2350,平日22:00以後發車時間為22:20、22:50、23:20、23:50；「陽明戲院」(往捷運劍潭站方向)站位，僅上午11:00前班次停靠,0540,2350,,0540,2350,假日22:00以後發車時間為22:20、22:50、23:20、23:50；「陽明戲院」(往捷運劍潭站方向)站位，僅上午11:00前班次停靠,1520,1520,11202,0111000720,台北市,R7Shuttle,紅7區,2020,R7Section,11202,0111000721,紅7區,1010,200,首都客運,108,https://ebus.gov.taipei/MapOverview?nid=0111000720,,,1 segment,一段票,1107200,2023/06/04 16:14:36,,250,0
,0540,2350,1,每日22:00以後發車時間為22:20、22:50、23:20、23:50,,台北市公車動態資訊中心,WGS84,Shezi,社子,MRT Jiantan Sta.,捷運劍潭站,12.3,02;11,0540,2350,平日22:00以後發車時間為22:20、22:50、23:20、23:50；「陽明戲院」(往捷運劍潭站方向)站位，僅上午11:00前班次停靠,0540,2350,,0540,2350,假日22:00以後發車時間為22:20、22:50、23:20、23:50；「陽明戲院」(往捷運劍潭站方向)站位，僅上午11:00前班次停靠,1520,1520,11202,0111000720,台北市,R7Shuttle,紅7區,2020,R7S,157630,0111000722,紅7區(往社子),1010,200,首都客運,108,https://ebus.gov.taipei/MapOverview?nid=0111000720,,,1 segment,一段票,11072A0,2023/06/04 16:14:36,,251,0
,0540,2330,1,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,MRT Jiantan Sta.,捷運劍潭站,19.6,11,0540,2330,,0600,2300,,0600,2300,,,,10421,0111000900,台北市,R9,紅9,,R9,10421,0111000901,紅9,1215,400,三重客運,46,https://ebus.gov.taipei/MapOverview?nid=0111000900,,,1 segment,一段票,1109000,2023/06/04 16:14:36,,252,0
,0530,0000,1,,,台北市公車動態資訊中心,WGS84,Taipei University of Maritime Technology,台北海大,MRT Jiantan Sta.,捷運劍潭站,17.6,02;11,0530,0000,20:00後每30分一班；22:00後固定班次22:00、23:00、00:00,0530,0000,,0530,0000,20:00後每30分一班；22:00後固定班次22:00、23:00、00:00,1520,1520,15321,0111001000,台北市,R10,紅10,1520,R10,15321,0111001001,紅10,1215,5300,光華巴士,47,https://ebus.gov.taipei/MapOverview?nid=0111001000,,,1 segment,一段票,1110000,2023/06/04 16:14:36,,253,0
